vehicle_category,make,model,manufacture_year,district,count
MOTOR CYCLE,WAOPAI,FEGO,2018,KALUTARA,1
MOTOR CYCLE,DASTOL,DW-28,2024,KALUTARA,2
MOTOR CYCLE,RISE,LEADER R80,2025,NUWARA-ELIYA,1
MOTOR CYCLE,RISE,LEADER R80 V2.0,2025,KALUTARA,3
MOTOR CYCLE,RISE,LEADER R80,2025,ANURADHAPURA,33
MOTOR CYCLE,RISE,LEADER,2025,MATALE,1
MOTOR CYCLE,RISE,LEADER R80 V2.0,2025,ANURADHAPURA,10
CAR,DAIHATSU,5AA-A202S ROCKY,2024,KURUNEGALA,1
MOTOR CYCLE,LUYUAN ALFAXL,HWY2-9TS7250-GI,2014,MATARA,1
MOTOR CYCLE,RISE,LEADER MAX,2023,GAMPAHA,1
MOTOR CYCLE,RISE,LEADER R80,2025,GAMPAHA,13
MOTOR CYCLE,RISE,LEADER,2023,RATNAPURA,32
MOTOR CYCLE,RISE,LEADER,2022,KILINOCHCHI,2
CAR,B.M.W.,ZAA-1ZOO,2014,COLOMBO,1
CAR,B.M.W.,13,2015,RATNAPURA,1
CAR,B.M.W.,I 3,2014,KANDY,1
MOTOR CYCLE,LE,LUCAS B23A,2022,COLOMBO,1
CAR,B.M.W.,120 IX XDRIVE 40,2023,COLOMBO,1
CAR,B.M.W.,IX40 X DRIVE,2023,COLOMBO,1
CAR,B.M.W.,ZAA-12CF895 IX,2024,COLOMBO,1
CAR,B.M.W.,I7 X DRIVE 60,2024,COLOMBO,1
MOTOR CYCLE,LIMA,ELO-07,2023,KANDY,1
CAR,B.M.W.,I5E DRIVE 40,2024,COLOMBO,1
MOTOR CYCLE,ATHER,450X,2025,PUTTALAM,10
MOTOR CYCLE,LIMA,LM1500 DT-68,2024,COLOMBO,1
CAR,BAW,E6,2025,KANDY,1
CAR,B.M.W.,ZAA-1Z00  BMW13,2014,GAMPAHA,1
CAR,B.M.W.,I 3,2015,ANURADHAPURA,1
CAR,B.M.W.,I7 X DRIVE 60M SPORT,2023,GAMPAHA,2
MOTOR CYCLE,LIMA,EL07,2024,KURUNEGALA,4
MOTOR CYCLE,YAMAHA,FASCINO,2016,NUWARA-ELIYA,1
MOTOR CYCLE,LIMA,JV,2023,POLONNARUWA,1
MOTOR CYCLE,LIMA,JV 1.5G,2024,KALUTARA,3
MOTOR CYCLE,ATHER,450X,2024,KALUTARA,17
MOTOR CYCLE,ATHER,450X,2024,NUWARA-ELIYA,1
MOTOR CYCLE,LIMA,EL07,2025,POLONNARUWA,15
MOTOR CYCLE,ZUB,MOTORBIKE,2018,ANURADHAPURA,3
MOTOR CYCLE,ZUB,MOTOBIKE,2018,ANURADHAPURA,1
MOTOR CYCLE,ZUB,ELECTRIC SCOOTER,2019,ANURADHAPURA,1
MOTOR CYCLE,LIMA,EL07,2024,ANURADHAPURA,3
CAR,BAW,E7,2025,MATARA,19
MOTOR CYCLE,LE,ELECTRO B 13 A,2022,GAMPAHA,1
MOTOR CYCLE,LIMA,JV,2023,GAMPAHA,1
MOTOR CYCLE,ATHER,RIZTA,2025,GAMPAHA,3
MOTOR CYCLE,LE,LUCAS FASTEST B23-A,2022,RATNAPURA,2
MOTOR CYCLE,LIMA,ELO-07,2024,RATNAPURA,29
MOTOR CYCLE,LIMA,JV,2023,JAFFNA,20
MOTOR CYCLE,LIMA,ELO-07,2024,MULLATIVU,1
MOTOR CYCLE,ATHER,450X,2024,JAFFNA,12
CAR,EVION,GU28-A07P22-03,2013,COLOMBO,1
CAR,EVION,GU28-A07P22-03 STEEL,2013,COLOMBO,1
CAR,TESLA,MODEL S,2014,COLOMBO,4
MOTOR CYCLE,AIMA,TUNIUWA,2017,COLOMBO,1
MOTOR CYCLE,CWFSD,E/BIKE,2017,COLOMBO,1
MOTOR CYCLE,NWOW,ERV,2021,PUTTALAM,1
MOTOR CYCLE,NWOW,SE,2017,PUTTALAM,1
MOTOR CYCLE,BATTRE,STORIE,2023,COLOMBO,2
CAR,TESLA,ZAA-YLIYT MODEL Y,2023,COLOMBO,1
MOTOR CYCLE,NWOW,ARS,2023,GALLE,3
CAR,TESLA,MODEL Y,2024,COLOMBO,9
CAR,TESLA,ZAA-YL1YT   MODEL Y,2024,KANDY,1
CAR,TESLA,ZAA-3L13T MODEL 3,2024,COLOMBO,2
MOTOR CYCLE,DUCASU,TDT215Z,2024,GALLE,1
MOTOR CYCLE,LUYUAN,MNK3,2024,HAMBANTOTA,12
MOTOR CYCLE,LUYUAN,MYT,2024,HAMBANTOTA,7
CAR,NETA,NETA V- II,2024,HAMBANTOTA,1
MOTOR CYCLE,LUYUAN,MS70 Z23E,2024,MONERAGALA,2
MOTOR CYCLE,NWOW,SE,2025,GALLE,8
MOTOR CYCLE,NWOW,SE,2020,GALLE,1
MOTOR CYCLE,NWOW,SE,2025,MONERAGALA,1
MOTOR CYCLE,NWOW,V11,2025,COLOMBO,1
MOTOR CYCLE,LUYUAN,MS70 Z23E,2025,MONERAGALA,8
MOTOR CYCLE,AIMA,MANA,2025,HAMBANTOTA,10
CAR,WULING,CLOUD EV,2025,COLOMBO,38
CAR,WULING,BINGUO,2025,COLOMBO,89
MOTOR CYCLE,AIMA,MAVERICK,2025,PUTTALAM,11
MOTOR CYCLE,AIMA,MANA,2025,KEGALLE,4
MOTOR CYCLE,AIMA,ARIA,2025,COLOMBO,6
MOTOR CYCLE,AIMA,BREEZY,2025,TRINCOMALEE,4
MOTOR CYCLE,LUYUAN,MYT,2025,VAVUNIYA,6
THREE WHEELER,NWOW,ERVS4 PLUS,2024,POLONNARUWA,1
MOTOR CYCLE,AIMA,Q613,2023,PUTTALAM,1
MOTOR CYCLE,AIMA,Q 613,2023,PUTTALAM,1
MOTOR CYCLE,LUYUAN,MYY-Z35J,2025,HAMBANTOTA,1
MOTOR CYCLE,AIMA,MANA,2025,TRINCOMALEE,2
MOTOR CYCLE,LUYUAN,S90 PLUS,2025,KANDY,1
CAR,TESLA,MODEL S,2015,GAMPAHA,1
MOTOR CYCLE,NWOW,ARS,2015,KURUNEGALA,1
CAR,NETA,NETA V,2022,GAMPAHA,1
CAR,TESLA,MODEL Y,2023,GAMPAHA,3
MOTOR CYCLE,NWOW,ARS,2023,KURUNEGALA,1
MOTOR CYCLE,NWOW,EDB,2023,KURUNEGALA,1
CAR,TESLA,MODEL Y,2024,GAMPAHA,3
CAR,TESLA,ZAA-3L13T MODEL 3,2024,GAMPAHA,4
CAR,TESLA,MODEL Y RWD,2024,GAMPAHA,1
MOTOR CYCLE,NWOW,ARS,2020,KURUNEGALA,1
MOTOR CYCLE,LUYUAN,MNK3,2025,KURUNEGALA,133
MOTOR CYCLE,AIMA,MAVERICK,2025,KURUNEGALA,73
MOTOR CYCLE,NWOW,TK 10,2025,KURUNEGALA,2
MOTOR CYCLE,NWOW,WSP,2024,KALUTARA,14
MOTOR CYCLE,OPAI,YW-06,2024,POLONNARUWA,1
MOTOR CYCLE,NWOW,SE,2025,KALUTARA,68
MOTOR CYCLE,NWOW,TK 10,2025,KALUTARA,12
MOTOR CYCLE,NWOW,ARS,2025,POLONNARUWA,2
MOTOR CYCLE,AIMA,LIBERTY,2025,NUWARA-ELIYA,1
MOTOR CYCLE,GK,STAR TREK,2018,ANURADHAPURA,1
MOTOR CYCLE,LUYUAN,MNK3,2024,ANURADHAPURA,8
CAR,TESLA,MODEL 3,2024,AMPARA,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,ANURADHAPURA,16
CAR,TESLA,ZAA-3L13T MODEL3,2024,KURUNEGALA,1
MOTOR CYCLE,LUYUAN,MS70 Z23E,2025,ANURADHAPURA,9
CAR,WULING,BINGUO,2025,KALUTARA,11
CAR,WULING,BINGUO,2025,KEGALLE,3
MOTOR CYCLE,OPAI,OPY-EM-005,2024,ANURADHAPURA,1
MOTOR CYCLE,NWOW, SWIFT EAGLE,2017,GAMPAHA,1
MOTOR CYCLE,NWOW,M3,2017,GAMPAHA,2
MOTOR CYCLE,NWOW,SWIET EAGE,2017,GAMPAHA,1
MOTOR CYCLE,NWOW,SE,2017,GAMPAHA,42
MOTOR CYCLE,NWOW,M3,2019,GAMPAHA,1
MOTOR CYCLE,NWOW,CS,2020,GAMPAHA,8
MOTOR CYCLE,NWOW,SE,2020,GAMPAHA,13
MOTOR CYCLE,LUYUAN,S90 PLUS,2024,MATARA,1
MOTOR CYCLE,DAYWANG(DW)SL,E-MOTOR CYCLE,2024,MATARA,2
MOTOR CYCLE,LUYUAN,MYT,2025,MATARA,2
MOTOR CYCLE,AIMA,ARIA,2025,BATTICALOA,4
MOTOR CYCLE,GAROW,FENGSHEN,2024,GAMPAHA,1
MOTOR CYCLE,LUYUAN,MS75-Z30LF,2025,MATARA,1
MOTOR CYCLE,EAGLE BRAND,GWEM01PRETTY,2016,RATNAPURA,7
MOTOR CYCLE,AIMA,BREEZY,2025,RATNAPURA,10
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,2025,RATNAPURA,1
MOTOR CYCLE,AIMA,BATTLE,2017,JAFFNA,6
MOTOR CYCLE,AIMA,MAVERICK,2025,JAFFNA,3
MOTOR CYCLE,AIMA,LIBERTY,2025,JAFFNA,2
MOTOR LORRY (COMMERCIAL),MITSUBISHI,DELICA,1980,ANURADHAPURA,1
CAR,NISSAN,ZAA-ZEO LEAF,2011,COLOMBO,1
CAR,NISSAN,ZAA-AZE0 LEAF,2013,COLOMBO,222
CAR,MITSUBISHI,ZAA-HA3W,2013,GALLE,1
CAR,NISSAN,ZAA-AZEO LEAF,2013,MONERAGALA,1
CAR,NISSAN,ZAA-AZEO LEAF,2013,MATALE,4
CAR,NISSAN,ZAA-ZE0 LEAF,2012,GALLE,6
CAR,NISSAN,LEAF TEKNA,2015,COLOMBO,34
CAR,NISSAN,ZAA AZEO LEAF,2014,KANDY,8
CAR,NISSAN,ZAA-AZEO LEAF,2012,RATNAPURA,4
CAR,NISSAN,LEAF,2013,GALLE,5
CAR,NISSAN,ZAA-ZEI LEAF,2012,GALLE,1
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200,2015,COLOMBO,2
CAR,NISSAN,ZAA-AZE0 LEAF G,2013,COLOMBO,1
CAR,NISSAN,LEAF,2013,RATNAPURA,3
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB U67V,2011,COLOMBO,1
DUAL PURPOSE (COMMERCIAL),NISSAN,E-NV200 COMBI VAN,2015,KANDY,1
CAR,NISSAN,ZAA-AZE0 -LEAF,2013,COLOMBO,1
CAR,NISSAN,ZAA-AZE0 LEAF,2015,MATALE,1
CAR,NISSAN, LEAF ACENTA,2015,COLOMBO,1
CAR,NISSAN,ZAA-AZE0  FEAF,2013,COLOMBO,1
CAR,NISSAN,LEAF TEKNA LEAF,2015,COLOMBO,2
CAR,NISSAN,LEAF-ACENTA,2015,COLOMBO,2
SINGLE CAB,MITSUBISHI,ZAB-U68T MINICAB,2013,PUTTALAM,1
CAR,NISSAN,ZAA-AZEO  LEAF,2015,COLOMBO,2
CAR,NISSAN,ZAA-AZEO   LEAF,2012,GALLE,1
CAR,NISSAN,LEAF,2015,RATNAPURA,2
CAR,NISSAN,LEAF -TEKNA,2015,COLOMBO,1
CAR,MITSUBISHI,ZAB-U67V MINICAB,2013,COLOMBO,1
CAR,NISSAN,ZAA- AZEO LEAF,2014,KANDY,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V NINICAB,2013,COLOMBO,1
CAR,NISSAN,LEAF,2017,COLOMBO,1
CAR,NISSAN,ZAA-AZE0 LEAF,2016,KANDY,2
CAR,NISSAN,ZAA-AZE0 LEAF,2017,COLOMBO,6
CAR,NISSAN,ZAA-AZEO  LEAF,2017,KANDY,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,ZAB-U67V  MINICAB,2011,COLOMBO,1
CAR,NISSAN,ZAA-AZEO-LEAF,2013,COLOMBO,1
CAR,NISSAN,LEAF VISIA,2018,COLOMBO,2
SPECIAL PURPOSE VEHICLE,MITSUBISHI,FB20-8,2018,COLOMBO,4
CAR,NISSAN,LEAF,2018,GALLE,1
CAR,MITSUBISHI,ZAA-HA3W-I MIEV,2013,KANDY,1
CAR,NISSAN,LEAF ZAA- ZEO,2012,COLOMBO,1
CAR,VOLKSWAGEN,ID.4 LIFE,2023,NUWARA-ELIYA,1
CAR,VOLKSWAGEN,ID.5 STYLE PRO,2023,COLOMBO,3
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2022,PUTTALAM,1
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,MINI CAB MIEV,2012,COLOMBO,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2023,PUTTALAM,3
MOTOR CYCLE,SUPER SOCO,CPX,2023,HAMBANTOTA,1
CAR,VOLKSWAGEN,ID5 TECH PRO,2023,KANDY,1
MOTOR CYCLE,AINA,AM-DALISU,2017,VAVUNIYA,1
MOTOR CYCLE,TERRA,A 4000 I,2015,KANDY,1
MOTOR CYCLE,DIMEN,D60,2025,COLOMBO,21
MOTOR CYCLE,DIMEN,D60,2025,PUTTALAM,9
CAR,NISSAN,ZAA-B6AW SAKURA,2023,COLOMBO,2
CAR,NISSAN,6AA-RP15  KICKS,2024,HAMBANTOTA,1
CAR,NISSAN,6AA-E13  NOTE,2023,COLOMBO,1
CAR,NISSAN,ZAA-ZE0 LEAF,2012,GAMPAHA,33
CAR,NISSAN,ZAA -ZEO    LEAF,2011,GAMPAHA,1
CAR,NISSAN,ZAA-AZEO-LEAF,2012,GAMPAHA,4
CAR,NISSAN,ZAA-AZE0 LEAF,2013,GAMPAHA,118
CAR,NISSAN,ZAA-ZE0 LEAF,2012,ANURADHAPURA,2
CAR,NISSAN,ZAA-AZE0 LAEF,2013,GAMPAHA,1
CAR,NISSAN,ZAA AZEO LEAF,2014,ANURADHAPURA,2
CAR,NISSAN,ZAA-AZE0 LEAF,2017,GAMPAHA,1
CAR,NISSAN,ZAA-ZE1LEAF,2019,GAMPAHA,1
CAR,NISSAN,LEAF E TEKNA,2022,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2023,KURUNEGALA,2
CAR,GAC,AION V PREMIUM,2025,GAMPAHA,2
CAR,NISSAN,6AA-FE13 NOTE AURA,2024,GAMPAHA,2
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,MINI CAB MIEV,2011,GAMPAHA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2023,KALUTARA,10
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2023,BADULLA,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2025,KALUTARA,3
CAR,NISSAN,DAA-AZEO LEAF,2013,KURUNEGALA,1
CAR,NISSAN,ZAA-AZE0,2012,MATARA,1
CAR,NISSAN,ZAA-AZE0 LEAF,2014,KALUTARA,34
CAR,NISSAN,ZAAZE0 LEAF,2012,KEGALLE,1
CAR,NISSAN,ZAA-AZE0  LEAF,2013,KALUTARA,4
CAR,NISSAN,ZAA-AZEO LEAF,2014,KEGALLE,9
CAR,NISSAN,LEAF TEKNA,2014,KALUTARA,3
CAR,NISSAN,LEAF,2013,MATARA,1
CAR,NISSAN,LEAF TEKNA,2013,KEGALLE,1
CAR,NISSAN,ZAA AZEO LEAF,2015,KURUNEGALA,1
CAR,MITSUBISHI,ZAA-HA3W I-MIEV,2012,KALUTARA,1
CAR,NISSAN,ZAA-AZE0,2015,KALUTARA,1
CAR,MITSUBISHI,MINICAB MIEV,2011,KURUNEGALA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2022,MATALE,3
CAR,NISSAN,LEAF,2023,KURUNEGALA,1
CAR,VOLKSWAGEN,ID4 PRO,2024,KEGALLE,1
CAR,VOLKSWAGEN,ID 4,2023,AMPARA,1
MOTOR CYCLE,SUPER SOCO,TS STREET HUNTER,2025,ANURADHAPURA,5
CAR,GAC,AION V LUXURY,2025,KALUTARA,3
CAR,NISSAN,ZAA-AZE0,2012,PUTTALAM,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2023,GAMPAHA,6
MOTOR CYCLE,SUPER SOCO,CPX,2023,MATARA,1
MOTOR CYCLE,SUPER SOCO,CUX PRO,2024,GAMPAHA,1
MOTOR CYCLE,DIMEN,D60,2025,MATARA,1
MOTOR CYCLE,DIMEN,D60,2025,RATNAPURA,2
MOTOR CYCLE,POWER STAR,PSTR 206,2005,COLOMBO,5
MOTOR CYCLE,POWER STAR,PTS5626,2005,COLOMBO,1
MOTOR CYCLE,POWER STAR,PSTR206,2005,KANDY,1
MOTOR CYCLE,POWER STAR,PSTR206,2005,GALLE,1
CAR,POWER STAR,EXONA-JY-6356,2008,COLOMBO,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2013,TRINCOMALEE,40
MOTOR CYCLE,AMUR LEOPARD,GOLDENTYRANT,2013,COLOMBO,2
CAR,SHIFENG,GD04C,2013,KANDY,2
CAR,SHIFENG, ,2014,COLOMBO,1
MOTOR CYCLE,AMUR LEOPARD,THUNDER  KING,2015,TRINCOMALEE,3
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2016,PUTTALAM,2
CAR,SHIFENG,GD040,2013,VAVUNIYA,1
MOTOR CYCLE,SINSKI,TDR 137 Z,2017,COLOMBO,1
MOTOR CYCLE,SINSKI,TDR137Z,2015,PUTTALAM,1
CAR,HYUNDAI,KONA EV,2020,COLOMBO,20
MOTOR CYCLE,SINSKI,TDR93Z,2014,GALLE,1
MOTOR CYCLE,SINSKI,TDR92Z,2015,KEGALLE,1
MOTOR CYCLE,DECO,EBIKE,2023,GALLE,13
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2018,HAMBANTOTA,1
MOTOR CYCLE,LUYUAN ALFA,M MKK-Z30LJ-12-C,2023,GALLE,1
MOTOR CYCLE,LUYUAN ALFA,M1,2023,KEGALLE,1
CAR,HYUNDAI,IONIQ 5N,2023,COLOMBO,1
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,2024,MONERAGALA,1
CAR,KIA,EV 5 VEHICLE,2024,KANDY,1
MOTOR CYCLE,MM,ZOOM X3,2024,COLOMBO,3
MOTOR CYCLE,LENCAR,ERC80,2024,GALLE,1
MOTOR CYCLE,GOEASY,RATNA,2025,COLOMBO,3
MOTOR CYCLE,AMUR LEOPARD,ZUMA,2013,KURUNEGALA,1
MOTOR CYCLE,LUYUAN ALFA,M1,2023,KURUNEGALA,1
CAR,HYUNDAI,IONIQ 5,2023,GAMPAHA,1
MOTOR CYCLE,LUYUAN ALFA,M-MKK-Z30LJ-12-C,2024,KURUNEGALA,3
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2014,POLONNARUWA,1
MOTOR CYCLE,IZUKI,LTW E SCOOTER,2023,BADULLA,1
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2024,POLONNARUWA,43
MOTOR CYCLE,LENCAR,ERC80,2025,KALUTARA,60
MOTOR CYCLE,LUYUAN ALFA,M1,2025,POLONNARUWA,1
MOTOR CYCLE,SINSKI,TDR93Z,2014,MATALE,1
MOTOR CYCLE,AMUR LEOPARD,DARTRIDE,2013,GAMPAHA,1
MOTOR CYCLE,SINSKI,TDR06Z,2014,GAMPAHA,2
CAR,HYUNDAI,IONIQ EV,2020,PUTTALAM,1
MOTOR CYCLE,SINSKI,TDR137Z,2015,GAMPAHA,1
MOTOR CYCLE,LUYUAN ALFA,M MKK-Z30LJ-12-C,2023,GAMPAHA,2
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,2025,GAMPAHA,1
MOTOR CYCLE,AMUR LEOPARD,TITAN  60 V,2015,KILINOCHCHI,1
MOTOR CYCLE,AMUR LEOPARD,WUYANG PRINCESS,2015,MULLATIVU,2
MOTOR CYCLE,LUYUAN ALFA,MN3-CSQ6020-G1,2018,JAFFNA,1
MOTOR CYCLE,EM78,E/SCOOTOR,2017,COLOMBO,1
MOTOR CYCLE,GUOWEI EAGLE,GWEM01PRETTY,2019,HAMBANTOTA,1
MOTOR CYCLE,WUXI BAITONG,TDT820Z,2023,COLOMBO,1
MOTOR CYCLE,GALLANT,ZX-TDR718,2018,GALLE,1
CAR,PEUGEOT,2008 ALLURE PREMIUM,2023,GAMPAHA,1
MOTOR CYCLE,GALLANT,CITYWALKER,2019,ANURADHAPURA,1
MOTOR CYCLE,OKAYA,FREEDUM,2023,MATALE,1
MOTOR CYCLE,OKAYA,FREEDUM,2023,ANURADHAPURA,2
MOTOR CYCLE,RIKODA,YSY,2022,ANURADHAPURA,3
CAR,PEUGEOT,2008 GT EV,2023,KEGALLE,1
CAR,PEUGEOT,2008 GT,2024,KURUNEGALA,1
MOTOR CYCLE,GALLANT,ZX-SNOW LEPORD,2018,GAMPAHA,1
MOTOR CYCLE,BYVIN,AIR FORCE,2019,BATTICALOA,1
MOTOR CYCLE,GUOWEI EAGLE,GWEM01PRETTY,2018,MATARA,1
MOTOR CYCLE,OKAYA,FREEDUM,2022,BATTICALOA,4
MOTOR CYCLE,OKAYA,FAAST F2T,2022,BATTICALOA,3
MOTOR CYCLE,OKAYA,FAAST F2T,2023,BATTICALOA,1
MOTOR CYCLE,GALLANT,CITY WALKER,2019,RATNAPURA,1
MOTOR CYCLE,TVS,XL SUPER HAVY DUTY,2010,TRINCOMALEE,1
CAR,MAHINDRA,E20,2017,COLOMBO,2
CAR,MAHINDRA,E 20,2017,COLOMBO,2
MOTOR CYCLE,ELECTRA,GRACE X5,2017,COLOMBO,6
MOTOR CYCLE,AKJ,S3 2.0,2017,PUTTALAM,1
CAR,MAHINDRA,E 20,2018,BATTICALOA,2
CAR,MAHINDRA,E 20,2018,HAMBANTOTA,2
CAR,MAHINDRA,E2O,2017,COLOMBO,1
MOTOR CYCLE,ELECTRA,DUKE GI,2017,COLOMBO,1
CAR,FORD,MUSTANG MACH E- STD,2023,COLOMBO,1
MOTOR CYCLE,TVS,IQUBE,2025,KEGALLE,20
THREE WHEELER,MAHINDRA,TREO,2025,GALLE,9
MOTOR TRICYCLE VAN,MAHINDRA,TREO ZOR PICKUP,2025,MATARA,2
MOTOR CYCLE,TVS,IQUBE,2024,KURUNEGALA,5
CAR,KGM,TORRES  EVX,2024,GAMPAHA,1
THREE WHEELER,MAHINDRA,TREO,2025,TRINCOMALEE,2
MOTOR CYCLE,TVS,IQUBE,2024,RATNAPURA,12
MOTOR CYCLE,TVS,IQUBE,2025,MULLATIVU,9
MOTOR CYCLE,ALFA,XY III METRO,2019,TRINCOMALEE,1
MOTOR CYCLE,LVYUAN,M-MNK2-725,2020,PUTTALAM,1
CAR,PORSCHE,TAYCAN,2023,COLOMBO,3
MOTOR CYCLE,DYNAMIC,LY,2023,HAMBANTOTA,1
CAR,CITROEN,E-C4 SENSE,2024,COLOMBO,1
THREE WHEELER,ELEKTRATEQ,ETX,2024,COLOMBO,23
CAR,TATA,NEXON EV,2025,COLOMBO,5
CAR,CHANGAN,LUMIN,2025,GAMPAHA,1
CAR,CHANGAN,S05,2025,ANURADHAPURA,1
MOTOR CYCLE,LADEAEV,ELECTRIC SCOOTER,2025,KURUNEGALA,1
MOTOR CYCLE,WUYANG HONDA,TDR182,2023,KALUTARA,1
MOTOR CYCLE,HUAIHAI,HUAIHAI,2024,ANURADHAPURA,7
CAR,CHANGAN,S 07,2025,KALUTARA,5
CAR,CHANGAN,E07,2025,KALUTARA,1
MOTOR CYCLE,ALFA,XY III METRO,2019,GAMPAHA,4
MOTOR CYCLE,RAPTOR,MAX,2022,BATTICALOA,1
MOTOR CYCLE,HUAIHAI,HUAIHAI,2024,MATARA,23
MOTOR CYCLE,ALFA,XY III METRO,2018,RATNAPURA,1
MOTOR CYCLE,DYNAMIC,SL,2023,RATNAPURA,1
MOTOR CYCLE,YADEA,YD-EM151,2016,MONERAGALA,1
MOTOR CYCLE,YADEA,YD-ET 66,2016,GALLE,1
MOTOR CYCLE,YADEA,YD-EM66,2016,AMPARA,3
THREE WHEELER,XINGBANG,DUDU-02K,2017,COLOMBO,2
MOTOR CYCLE,YADEA,YD-EM 17,2017,AMPARA,1
MOTOR CYCLE,YADEA,YD EM 163,2018,MONERAGALA,2
MOTOR CYCLE,YADEA,YD EM 163,2018,TRINCOMALEE,1
MOTOR CYCLE,YADEA,YD-GM010,2019,MONERAGALA,18
MOTOR CYCLE,YADEA,YDET-66,2018,HAMBANTOTA,3
MOTOR CYCLE,YADEA,YD-GM010,2019,AMPARA,1
MOTOR CYCLE,NEO,AVATAR,2022,COLOMBO,10
MOTOR CYCLE,HUANAN,TB1500DT6,2022,COLOMBO,1
MOTOR CYCLE,YADEA,T9,2023,PUTTALAM,10
MOTOR CYCLE,GDI,X-GOD,2021,KANDY,1
MOTOR CYCLE,YADEA,T9,2023,VAVUNIYA,2
MOTOR CYCLE,YADEA,RUIBIN,2023,COLOMBO,26
MOTOR CYCLE,YADEA,RUIBIN,2023,TRINCOMALEE,4
MOTOR CYCLE,GDI,X-GOD,2023,AMPARA,1
CAR,MG,MG4 ELECTRIC X,2023,JAFFNA,1
MOTOR CYCLE,YADEA,YD EM17,2017,COLOMBO,1
MOTOR CYCLE,YADEA,T5,2023,KANDY,3
MOTOR CYCLE,YADEA,T5,2024,MONERAGALA,180
MOTOR CYCLE,YADEA,RUIBIN,2024,AMPARA,62
MOTOR CYCLE,YADEA,RUIBIN,2024,VAVUNIYA,11
MOTOR CYCLE,QUANLE,G18,2024,KEGALLE,2
CAR,VOLKSWAGEN,ID 4,2024,COLOMBO,1
MOTOR CYCLE,QUANLE,ZL,2024,PUTTALAM,4
MOTOR CYCLE,YADEA,YD1200DT-25D,2023,COLOMBO,1
MOTOR CYCLE,QUANLE,ZS,2024,AMPARA,7
MOTOR CYCLE,YADEA,EPOC H,2024,GALLE,18
MOTOR CYCLE,QUANLE,G18,2024,AMPARA,3
MOTOR CYCLE,QUANLE,ZL,2025,TRINCOMALEE,6
MOTOR CYCLE,QUANLE,XGW,2025,COLOMBO,10
MOTOR CYCLE,QUANLE,G18,2025,COLOMBO,3
MOTOR CYCLE,YADEA,T5,2025,TRINCOMALEE,192
MOTOR CYCLE,YADEA,T 9,2025,PUTTALAM,64
MOTOR CYCLE,QUANLE,XGW,2025,KEGALLE,2
CAR,MG4,MG4 X ELECTRIC,2024,COLOMBO,1
MOTOR CYCLE,YADEA,E8S PRO,2025,TRINCOMALEE,1
MOTOR CYCLE,YADEA,EPOC H,2025,TRINCOMALEE,1
MOTOR CYCLE,YADEA,M6,2025,GALLE,6
MOTOR CYCLE,TMR QUANLE,ZL,2025,HAMBANTOTA,22
MOTOR CYCLE,TMR QUANLE,XGW,2025,GALLE,24
MOTOR CYCLE,TMR QUANLE,G18,2025,TRINCOMALEE,2
MOTOR CYCLE,YADEA,TDR3538Z,2025,COLOMBO,1
MOTOR CYCLE,YADEA,T 5,2025,PUTTALAM,1
DUAL PURPOSE (COMMERCIAL),LANKA ASHOK LEYLAND,IEV4-3,2024,COLOMBO,1
MOTOR CYCLE,YADEA,M6,2025,KANDY,1
MOTOR CYCLE,TMR QUANLE,ZS,2025,TRINCOMALEE,3
MOTOR CYCLE,YADEA,T5 L,2025,HAMBANTOTA,28
MOTOR CYCLE,YADEA,T5 L,2025,KEGALLE,6
MOTOR CYCLE,YADEA,COOLJOY,2025,AMPARA,11
MOTOR CYCLE,YADEA,DT 3,2024,COLOMBO,1
MOTOR CYCLE,YADEA,T5 L,2025,TRINCOMALEE,1
CAR,OMODA,E 5,2024,COLOMBO,1
MOTOR CYCLE,YADEA,YD EM163,2018,KURUNEGALA,1
MOTOR CYCLE,QUANLE,G18,2024,KURUNEGALA,12
